Course ID,Question Stem,Question Type,Question Choices
30235," What does ""drastically"" mean in ""Coco had been suffering from depression for a few years but her condition deteriorated drastically over the last few months ...""? ",choice,"[{'answerId': 79941, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'used when you are saying what the facts of a situation are', 'isRight': 0}, {'answerId': 79942, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'in a way that produces the intended result or a successful result', 'isRight': 0}, {'answerId': 79943, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'in a way that is not finished or does not have everything that it should', 'isRight': 0}, {'answerId': 79944, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'in an extreme way that has a sudden, serious or violent effect on something', 'isRight': 1}]"
30235," Which of the following has the word ""realize"" with the same meaning as that in ""... the magic of this stunningly beautiful film is truly realized in this evocative love ballad ...""? ",choice,"[{'answerId': 79945, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'The stage designs have been beautifully realized.', 'isRight': 1}, {'answerId': 79946, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'The paintings are expected to realize $500,000 each.', 'isRight': 0}, {'answerId': 79947, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'He had to realize all his assets to pay off his debts.', 'isRight': 0}, {'answerId': 79948, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': ""As he watched the TV show, he suddenly realized that he'd seen it before."", 'isRight': 0}]"
30235," What does ""evocative"" mean in ""... the magic of this stunningly beautiful film is truly realized in this evocative love ballad ...""? ",choice,"[{'answerId': 79949, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'having qualities that you admire and respect', 'isRight': 0}, {'answerId': 79950, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'very interesting because of being unusual or not having an obvious answer', 'isRight': 0}, {'answerId': 79951, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'making you think of or remember a strong image or feeling, in a pleasant way', 'isRight': 1}, {'answerId': 79952, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'covering a large subject area, rather than trying to be exact and use few words', 'isRight': 0}]"
30236,Coal power stations release sulphur dioxide ______ the atmosphere.,choice,"[{'answerId': 79353, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'for', 'isRight': 0}, {'answerId': 79354, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'with', 'isRight': 0}, {'answerId': 79355, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'of', 'isRight': 0}, {'answerId': 79356, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'into', 'isRight': 1}]"
30236,The virus can be transmitted by food containing ______ meat.,choice,"[{'answerId': 79357, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'contradicted', 'isRight': 0}, {'answerId': 79358, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'contributed', 'isRight': 0}, {'answerId': 79359, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'contaminated', 'isRight': 1}, {'answerId': 79360, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'contracted', 'isRight': 0}]"
30236,"Which of the following can BEST replace ""oppose"" in ""... Seoul strongly opposed Tokyo's plan to release the contaminated water""?",choice,"[{'answerId': 79361, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'display', 'isRight': 0}, {'answerId': 79362, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'object', 'isRight': 1}, {'answerId': 79363, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'release', 'isRight': 0}, {'answerId': 79364, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'claim', 'isRight': 0}]"
30236,"Which of the following has the word ""discharge"" with the same meaning as that in ""... saying he would be willing to drink water discharged from Japan's Fukushima Daiichi nuclear power plant if it met international standards""? ",choice,"[{'answerId': 79365, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'More than half of all prisoners discharged are reconvicted within two years.', 'isRight': 0}, {'answerId': 79366, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'The police stated that some 50 rounds had been discharged.', 'isRight': 0}, {'answerId': 79367, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'Large amounts of dangerous waste are discharged daily by the factory.', 'isRight': 1}, {'answerId': 79368, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'The city must discharge its legal duty to house the homeless.', 'isRight': 0}]"
30236,"What does ""backlash"" mean in ""But he has faced a political backlash and skepticism among much of the public""? ",choice,"[{'answerId': 79369, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'the set of things that are happening and the conditions that exist at a particular time and place', 'isRight': 0}, {'answerId': 79370, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'a strong feeling among a group of people in reaction to a change or recent events in society or politics', 'isRight': 1}, {'answerId': 79371, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'a fact or situation that is the reason for something bad happening', 'isRight': 0}, {'answerId': 79372, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'the particular type of character that a person seems to have and that is often different from their real or private character', 'isRight': 0}]"
30236,"Which of the following can BEST replace ""declaration"" in ""The declaration by Han Duck-soo during a parliamentary session came as a debate rages ...""?",choice,"[{'answerId': 79373, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'integration', 'isRight': 0}, {'answerId': 79374, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'announcement', 'isRight': 1}, {'answerId': 79375, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'advice', 'isRight': 0}, {'answerId': 79376, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'punishment', 'isRight': 0}]"
30236,"Which of the following is the synonym of ""dispute"" in ""... because of longstanding historical disputes and the deepening political polarization ...""? ",choice,"[{'answerId': 79377, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'access', 'isRight': 0}, {'answerId': 79378, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'conviction', 'isRight': 0}, {'answerId': 79379, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'sympathy', 'isRight': 0}, {'answerId': 79380, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'argument', 'isRight': 1}]"
30236,"Which of the following is the synonym of ""divide"" in ""In South Korea, differing views frequently reflect a political divide""? ",choice,"[{'answerId': 79381, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'symbol', 'isRight': 0}, {'answerId': 79382, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'difference', 'isRight': 1}, {'answerId': 79383, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'dilation', 'isRight': 0}, {'answerId': 79384, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'reality', 'isRight': 0}]"
30236,"What does ""sway"" mean in ""The current administration in Seoul isn't likely to be swayed by the public pressure over the issue""? ",choice,"[{'answerId': 79385, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'to feel that something or someone is bad, wrong, etc.', 'isRight': 0}, {'answerId': 79386, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'to contain something as a part of something else', 'isRight': 0}, {'answerId': 79387, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'to persuade someone to believe or do one thing rather than another', 'isRight': 1}, {'answerId': 79388, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'to make a continuous, low sound such as the one a bee makes', 'isRight': 0}]"
30236,"What does ""thaw"" mean in ""Despite the thaw in relations, South Korea said its ban on Fukushima seafood imports would remain in place for now""? ",choice,"[{'answerId': 79389, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'an increase in friendliness', 'isRight': 1}, {'answerId': 79390, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'a forceful hit with a fist', 'isRight': 0}, {'answerId': 79391, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'a disagreement, or the process of disagreeing', 'isRight': 0}, {'answerId': 79392, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'a different route that is used because a road is closed', 'isRight': 0}]"
30237, Let's get down to the ______ and potatoes. How much are you going to pay me for this?,choice,"[{'answerId': 78793, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'mean', 'isRight': 0}, {'answerId': 78794, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'meet', 'isRight': 0}, {'answerId': 78795, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'meat', 'isRight': 1}, {'answerId': 78796, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'menu', 'isRight': 0}]"
30237, These plans need to be fleshed ______ with some more figures.,choice,"[{'answerId': 78797, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'off', 'isRight': 0}, {'answerId': 78798, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'out', 'isRight': 1}, {'answerId': 78799, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'over', 'isRight': 0}, {'answerId': 78800, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'up', 'isRight': 0}]"
30237, She lost the election by a ______ 20 votes.,choice,"[{'answerId': 78801, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'main', 'isRight': 0}, {'answerId': 78802, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'medical', 'isRight': 0}, {'answerId': 78803, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'mere', 'isRight': 1}, {'answerId': 78804, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'mild', 'isRight': 0}]"
30237, I'm nowhere ______ finishing the book - I'm only half-way through it.,choice,"[{'answerId': 78805, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'near', 'isRight': 1}, {'answerId': 78806, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'around', 'isRight': 0}, {'answerId': 78807, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'from', 'isRight': 0}, {'answerId': 78808, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'away', 'isRight': 0}]"
30237," ______ theory, more competition means lower prices for consumers.",choice,"[{'answerId': 78809, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'Of', 'isRight': 0}, {'answerId': 78810, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'In', 'isRight': 1}, {'answerId': 78811, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'To', 'isRight': 0}, {'answerId': 78812, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'At', 'isRight': 0}]"
30237," What does ""what do you know"" mean in ""... it smells like chicken, what do you know, it tastes like chicken""? ",choice,"[{'answerId': 78813, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'to keep happening, existing, or doing something', 'isRight': 0}, {'answerId': 78814, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'to be able to understand how someone else feels', 'isRight': 0}, {'answerId': 78815, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'to show that something is very important or worth giving attention to', 'isRight': 0}, {'answerId': 78816, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'to show surprise when discovering something new or unexpected', 'isRight': 1}]"
30237," What does ""mere"" mean in ""Ever since the first lab-grown burger - which cost a mere $330,000  to create ... dozens of companies ...""? ",choice,"[{'answerId': 78817, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'changing slowly over a long period of time or distance', 'isRight': 0}, {'answerId': 78818, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'existing or happening repeatedly in a fixed pattern', 'isRight': 0}, {'answerId': 78819, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'not different or special or unexpected in any way', 'isRight': 0}, {'answerId': 78820, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'used to emphasize that something is not large or important', 'isRight': 1}]"
30237," Which of the following is the synonym of ""literally"" in ""Unlike plant-based substitutes, cultivated meat is literally meat""? ",choice,"[{'answerId': 78821, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'lyingly', 'isRight': 0}, {'answerId': 78822, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'falsely', 'isRight': 0}, {'answerId': 78823, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'truly', 'isRight': 1}, {'answerId': 78824, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'ideally', 'isRight': 0}]"
30237," What does ""give the green light"" mean in ""... Singapore - the only country in the world to allow lab-grown meat to be sold - gave its chicken the green light ...? ",choice,"[{'answerId': 78825, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'to go to another place, usually in a group of people', 'isRight': 0}, {'answerId': 78826, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'to finish doing something that you do regularly or as a habit', 'isRight': 0}, {'answerId': 78827, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'to try to do something difficult', 'isRight': 0}, {'answerId': 78828, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'to allow a project, plan etc to begin', 'isRight': 1}]"
30237," What does ""cancel out any benefits"" mean in ""... the advanced technology needed to create cultivated meat is so energy intensive that it cancels out any benefits""? ",choice,"[{'answerId': 78829, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'to consider something or someone as satisfactory', 'isRight': 0}, {'answerId': 78830, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'to think that something is true, correct, or real', 'isRight': 0}, {'answerId': 78831, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'to remove the positive effects or advantages of something', 'isRight': 1}, {'answerId': 78832, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'to know someone or something because you have seen', 'isRight': 0}]"
30238," ______ a way, what we call fear and anxiety are manifestations of our consciousness. ",choice,"[{'answerId': 78597, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'At', 'isRight': 0}, {'answerId': 78598, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'In', 'isRight': 1}, {'answerId': 78599, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'On', 'isRight': 0}, {'answerId': 78600, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'For', 'isRight': 0}]"
30238," We found over 200 proteins, many of which are not ______ the radar for malaria vaccines. ",choice,"[{'answerId': 78601, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'on', 'isRight': 1}, {'answerId': 78602, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'for', 'isRight': 0}, {'answerId': 78603, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'with', 'isRight': 0}, {'answerId': 78604, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'from', 'isRight': 0}]"
30238, He's quite capable ______ lying to get out of trouble. ,choice,"[{'answerId': 78605, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'in', 'isRight': 0}, {'answerId': 78606, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'for', 'isRight': 0}, {'answerId': 78607, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'of', 'isRight': 1}, {'answerId': 78608, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'from', 'isRight': 0}]"
30238, I was excited ______ the possibility of playing football again. ,choice,"[{'answerId': 78609, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'off', 'isRight': 0}, {'answerId': 78610, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'from', 'isRight': 0}, {'answerId': 78611, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'about', 'isRight': 1}, {'answerId': 78612, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'within', 'isRight': 0}]"
30238, To break your promise to him would be ______ to betraying your friendship. ,choice,"[{'answerId': 78613, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'afraid', 'isRight': 0}, {'answerId': 78614, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'akin', 'isRight': 1}, {'answerId': 78615, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'alone', 'isRight': 0}, {'answerId': 78616, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'apart', 'isRight': 0}]"
30238," Which of the following can BEST replace ""generate"" in ""'It's going to generate excitement,' said Jay Ferro, executive vice president at Clario, of the Apple announcement ...""? ",choice,"[{'answerId': 78617, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'create', 'isRight': 1}, {'answerId': 78618, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'prevent', 'isRight': 0}, {'answerId': 78619, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'moderate', 'isRight': 0}, {'answerId': 78620, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'modify', 'isRight': 0}]"
30238," What does ""overwhelmingly"" mean in ""Business interest in the technology remains overwhelmingly mediocre ...""? ",choice,"[{'answerId': 78621, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'in a way that does not involve a war, violence or argument', 'isRight': 0}, {'answerId': 78622, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'in a way that is so powerful that you cannot resist it or decide how to react', 'isRight': 1}, {'answerId': 78623, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'in a way that is soft and light, not strong, extreme or violent', 'isRight': 0}, {'answerId': 78624, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'in a way that shows strong feelings; with a lot of activity or determination', 'isRight': 0}]"
30238," What does ""priority"" mean in ""Goodyear Tire & Rubber Senior Vice President Chris Helsel says that among his top 10 priorities, it¡¯s probably 10th""? ",choice,"[{'answerId': 78625, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'an object or objects that belong to someone', 'isRight': 0}, {'answerId': 78626, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'the state of not being as good as somebody/something else', 'isRight': 0}, {'answerId': 78627, 'answerSeq': 0, 'answerKey': '', 'answerValue': ' a quality in a substance or material, especially one that means that it can be used in a particular way', 'isRight': 0}, {'answerId': 78628, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'something that is very important and must be dealt with before other things', 'isRight': 1}]"
30238," What does ""mediocre"" mean in ""Business interest in the technology remains overwhelmingly mediocre ...""? ",choice,"[{'answerId': 78629, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'socially acceptable or good', 'isRight': 0}, {'answerId': 78630, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'not very good; of only average standard', 'isRight': 1}, {'answerId': 78631, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'acceptable to people in a particular situation', 'isRight': 0}, {'answerId': 78632, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'avoiding behavior that goes beyond what is normal, healthy, or acceptable', 'isRight': 0}]"
30238," Which of the following has the word ""project"" with the same meaning as that in ""... including an ability to project a screen akin to a modern desktop in a way that could replace a computer monitor""? ",choice,"[{'answerId': 78633, 'answerSeq': 0, 'answerKey': '', 'answerValue': ""They projected the digital image onto the model's surface."", 'isRight': 1}, {'answerId': 78634, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'He projected himself as a man worth listening to.', 'isRight': 0}, {'answerId': 78635, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'The hotel dining room projects out over the water.', 'isRight': 0}, {'answerId': 78636, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'Government spending is projected to rise by three percent next year.', 'isRight': 0}]"
30239,The stock is set ______ begin trading on Thursday.,choice,"[{'answerId': 77757, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'in', 'isRight': 0}, {'answerId': 77758, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'up', 'isRight': 0}, {'answerId': 77759, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'to', 'isRight': 1}, {'answerId': 77760, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'at', 'isRight': 0}]"
30239,We stay ______ close touch with the New York office.,choice,"[{'answerId': 77761, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'at', 'isRight': 0}, {'answerId': 77762, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'in', 'isRight': 1}, {'answerId': 77763, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'on', 'isRight': 0}, {'answerId': 77764, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'of', 'isRight': 0}]"
30239,Vitamin C may help protect ______ cancer.,choice,"[{'answerId': 77765, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'off', 'isRight': 0}, {'answerId': 77766, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'against', 'isRight': 1}, {'answerId': 77767, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'down', 'isRight': 0}, {'answerId': 77768, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'with', 'isRight': 0}]"
30239,The only ______ to the village is by boat.,choice,"[{'answerId': 77769, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'accession', 'isRight': 0}, {'answerId': 77770, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'account', 'isRight': 0}, {'answerId': 77771, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'accent', 'isRight': 0}, {'answerId': 77772, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'access', 'isRight': 1}]"
30239,"Which of the following has the word ""run"" with the same meaning as that in ""DeSantis Set to Announce 2024 Run on Twitter With Elon Musk""? ",choice,"[{'answerId': 77773, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': ""There's been a run on umbrellas because of all this rain."", 'isRight': 0}, {'answerId': 77774, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'We go for a three-mile run every evening after work.', 'isRight': 0}, {'answerId': 77775, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'He made an unsuccessful run for governor in 2005.', 'isRight': 1}, {'answerId': 77776, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'The number of aircraft on the New York-Moscow run is being increased.', 'isRight': 0}]"
30239,"Which of the following can BEST replace ""expected"" in ""Mr. DeSantis's entry into the Republican primary race against former President Donald J. Trump has been widely expected ...""?",choice,"[{'answerId': 77777, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'anticipated', 'isRight': 1}, {'answerId': 77778, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'claimed', 'isRight': 0}, {'answerId': 77779, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'highlighted', 'isRight': 0}, {'answerId': 77780, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'supposed', 'isRight': 0}]"
30239,"Which of the following can BEST replace ""likened"" in ""... which he has likened to an assault on free speech and truth undertaken in concert with government officials.""?",choice,"[{'answerId': 77781, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'effected', 'isRight': 0}, {'answerId': 77782, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'contacted', 'isRight': 0}, {'answerId': 77783, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'showed', 'isRight': 0}, {'answerId': 77784, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'compared', 'isRight': 1}]"
30239,"What does ""pending"" mean in ""... a clear foreshadowing of his pending announcement""? ",choice,"[{'answerId': 77785, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'able to do things effectively and skilfully, and to achieve results', 'isRight': 0}, {'answerId': 77786, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'about to happen or waiting to happen', 'isRight': 1}, {'answerId': 77787, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'from, existing in, serving, or responsible for a small area, especially of a country', 'isRight': 0}, {'answerId': 77788, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'needing careful treatment, especially because easily damaged', 'isRight': 0}]"
30239,"What does ""intone"" mean in ""'They call it faith because in the face of darkness you can see that brighter future,' a narrator intones""? ",choice,"[{'answerId': 77789, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'to show or tell someone that something is wrong and to make it right', 'isRight': 0}, {'answerId': 77790, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'to breathe air, smoke, or gas into your lungs', 'isRight': 0}, {'answerId': 77791, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'to watch a person or activity to make certain that everything is done correctly, safely, etc', 'isRight': 0}, {'answerId': 77792, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'to say something slowly and seriously in a voice that does not rise or fall much', 'isRight': 1}]"
30239,"What does ""elite"" mean in ""... Mr. DeSantis has supported legislation intended, in his words, to protect people against 'Silicon Valley elites'""? ",choice,"[{'answerId': 77793, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'a method or way of doing something', 'isRight': 0}, {'answerId': 77794, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'the richest, most powerful, best-educated, or best-trained group in a society', 'isRight': 1}, {'answerId': 77795, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'a request to the public for money, information, or help', 'isRight': 0}, {'answerId': 77796, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'a thought or belief about something or someone', 'isRight': 0}]"
30240, It's hardly surprising that tourists flock ______ see the area. ,choice,"[{'answerId': 77717, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'to', 'isRight': 1}, {'answerId': 77718, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'at', 'isRight': 0}, {'answerId': 77719, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'in', 'isRight': 0}, {'answerId': 77720, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'on', 'isRight': 0}]"
30240, Her career took ______ after she won an Oscar for best supporting actress. ,choice,"[{'answerId': 77721, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'at', 'isRight': 0}, {'answerId': 77722, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'for', 'isRight': 0}, {'answerId': 77723, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'off', 'isRight': 1}, {'answerId': 77724, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'from', 'isRight': 0}]"
